Mode: FUNC_078  Corner: FUNC_0.78V_SETUP
Scenario: FUNC_0.78V_SETUP
Constraint: max_capacitance

Category Summary
Category,VIOLATED
SRAM,16384
Power_Switch,88
Level_Shifter,2
BUF,5564
INV,62
mem,1116
others,464

Category,Type,Name,Required,Actual,Slack,Violation
BUF,NET,bit_secure_4_slice_out[18],32.000,38.736,-6.736,VIOLATED
BUF,PIN,PIN: bit_secure_4_slice_18_piso_bit/compile_ZBUF_85_inst_244393/Y,32.000,38.736,-6.736,VIOLATED
SRAM,NET,bit_secure_2_slice_3_t_din2piso[10],0.025,6.760,-6.735,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_3_nibble_1/O1[2],0.025,6.760,-6.735,VIOLATED
SRAM,NET,bit_secure_11_slice_17_t_din2piso[12],0.025,6.760,-6.735,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_17_nibble_1/O2[0],0.025,6.760,-6.735,VIOLATED
SRAM,NET,bit_secure_8_slice_21_t_din2piso[10],0.025,6.759,-6.734,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_21_nibble_1/O1[2],0.025,6.759,-6.734,VIOLATED
SRAM,NET,bit_secure_14_slice_24_t_din2piso[9],0.025,6.757,-6.732,VIOLATED
SRAM,PIN,PIN: bit_secure_14_slice_24_nibble_1/O1[1],0.025,6.757,-6.732,VIOLATED
SRAM,NET,bit_secure_9_slice_2_t_din2piso[12],0.025,6.754,-6.729,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_2_nibble_1/O2[0],0.025,6.754,-6.729,VIOLATED
SRAM,NET,bit_secure_1_slice_22_t_din2piso[11],0.025,6.753,-6.728,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_22_nibble_1/O1[3],0.025,6.753,-6.728,VIOLATED
SRAM,NET,bit_secure_10_slice_4_t_din2piso[8],0.025,6.752,-6.727,VIOLATED
SRAM,PIN,PIN: bit_secure_10_slice_4_nibble_1/O1[0],0.025,6.752,-6.727,VIOLATED
SRAM,NET,bit_secure_4_slice_5_t_din2piso[8],0.025,6.750,-6.725,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_5_nibble_1/O1[0],0.025,6.750,-6.725,VIOLATED
SRAM,NET,bit_secure_0_slice_2_t_din2piso[14],0.025,6.748,-6.723,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_2_nibble_1/O2[2],0.025,6.748,-6.723,VIOLATED
SRAM,NET,bit_secure_3_slice_24_t_din2piso[9],0.025,6.747,-6.722,VIOLATED
SRAM,PIN,PIN: bit_secure_3_slice_24_nibble_1/O1[1],0.025,6.747,-6.722,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[11],0.025,6.746,-6.721,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_1/O1[3],0.025,6.746,-6.721,VIOLATED
SRAM,NET,bit_secure_13_slice_29_t_din2piso[2],0.025,6.745,-6.720,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_29_nibble_0/O1[2],0.025,6.745,-6.720,VIOLATED
SRAM,NET,bit_secure_14_slice_10_t_din2piso[9],0.025,6.744,-6.719,VIOLATED
SRAM,PIN,PIN: bit_secure_14_slice_10_nibble_1/O1[1],0.025,6.744,-6.719,VIOLATED
SRAM,NET,bit_secure_0_slice_22_t_din2piso[2],0.025,6.744,-6.719,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_22_nibble_0/O1[2],0.025,6.744,-6.719,VIOLATED
SRAM,NET,bit_secure_10_slice_23_t_din2piso[11],0.025,6.743,-6.718,VIOLATED
SRAM,PIN,PIN: bit_secure_10_slice_23_nibble_1/O1[3],0.025,6.743,-6.718,VIOLATED
SRAM,NET,bit_secure_11_slice_5_t_din2piso[1],0.025,6.741,-6.716,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_5_nibble_0/O1[1],0.025,6.741,-6.716,VIOLATED
SRAM,NET,bit_secure_7_slice_2_t_din2piso[15],0.025,6.741,-6.716,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_2_nibble_1/O2[3],0.025,6.741,-6.716,VIOLATED
SRAM,NET,bit_secure_4_slice_5_t_din2piso[4],0.025,6.740,-6.715,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_5_nibble_0/O2[0],0.025,6.740,-6.715,VIOLATED
SRAM,NET,bit_secure_11_slice_5_t_din2piso[2],0.025,6.740,-6.715,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_5_nibble_0/O1[2],0.025,6.740,-6.715,VIOLATED
SRAM,NET,bit_secure_2_slice_26_t_din2piso[5],0.025,6.739,-6.714,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_26_nibble_0/O2[1],0.025,6.739,-6.714,VIOLATED
SRAM,NET,bit_secure_13_slice_28_t_din2piso[12],0.025,6.738,-6.713,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_28_nibble_1/O2[0],0.025,6.738,-6.713,VIOLATED
SRAM,NET,bit_secure_13_slice_28_t_din2piso[11],0.025,6.736,-6.711,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_28_nibble_1/O1[3],0.025,6.736,-6.711,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[4],0.025,6.736,-6.711,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_0/O2[0],0.025,6.736,-6.711,VIOLATED
SRAM,NET,bit_secure_2_slice_19_t_din2piso[2],0.025,6.734,-6.709,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_19_nibble_0/O1[2],0.025,6.734,-6.709,VIOLATED
SRAM,NET,bit_secure_3_slice_10_t_din2piso[1],0.025,6.733,-6.708,VIOLATED
SRAM,PIN,PIN: bit_secure_3_slice_10_nibble_0/O1[1],0.025,6.733,-6.708,VIOLATED
SRAM,NET,bit_secure_14_slice_20_t_din2piso[9],0.025,6.732,-6.707,VIOLATED
SRAM,PIN,PIN: bit_secure_14_slice_20_nibble_1/O1[1],0.025,6.732,-6.707,VIOLATED
SRAM,NET,bit_secure_0_slice_15_t_din2piso[6],0.025,6.730,-6.705,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_15_nibble_0/O2[2],0.025,6.730,-6.705,VIOLATED
SRAM,NET,bit_secure_6_slice_30_t_din2piso[3],0.025,6.729,-6.704,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_30_nibble_0/O1[3],0.025,6.729,-6.704,VIOLATED
SRAM,NET,bit_secure_4_slice_2_t_din2piso[12],0.025,6.729,-6.704,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_2_nibble_1/O2[0],0.025,6.729,-6.704,VIOLATED
SRAM,NET,bit_secure_14_slice_20_t_din2piso[8],0.025,6.729,-6.704,VIOLATED
SRAM,PIN,PIN: bit_secure_14_slice_20_nibble_1/O1[0],0.025,6.729,-6.704,VIOLATED
SRAM,NET,bit_secure_9_slice_29_t_din2piso[3],0.025,6.726,-6.701,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_29_nibble_0/O1[3],0.025,6.726,-6.701,VIOLATED
SRAM,NET,bit_secure_15_slice_24_t_din2piso[11],0.025,6.726,-6.701,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_24_nibble_1/O1[3],0.025,6.726,-6.701,VIOLATED
SRAM,NET,bit_secure_12_slice_28_t_din2piso[9],0.025,6.725,-6.700,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_28_nibble_1/O1[1],0.025,6.725,-6.700,VIOLATED
SRAM,NET,bit_secure_2_slice_23_t_din2piso[9],0.025,6.724,-6.699,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_23_nibble_1/O1[1],0.025,6.724,-6.699,VIOLATED
SRAM,NET,bit_secure_2_slice_3_t_din2piso[4],0.025,6.723,-6.698,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_3_nibble_0/O2[0],0.025,6.723,-6.698,VIOLATED
SRAM,NET,bit_secure_2_slice_20_t_din2piso[8],0.025,6.723,-6.698,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_20_nibble_1/O1[0],0.025,6.723,-6.698,VIOLATED
SRAM,NET,bit_secure_4_slice_6_t_din2piso[5],0.025,6.721,-6.696,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_6_nibble_0/O2[1],0.025,6.721,-6.696,VIOLATED
SRAM,NET,bit_secure_2_slice_3_t_din2piso[7],0.025,6.718,-6.693,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_3_nibble_0/O2[3],0.025,6.718,-6.693,VIOLATED
SRAM,NET,bit_secure_0_slice_30_t_din2piso[1],0.025,6.715,-6.690,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_30_nibble_0/O1[1],0.025,6.715,-6.690,VIOLATED
SRAM,NET,bit_secure_7_slice_7_t_din2piso[3],0.025,6.715,-6.690,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_7_nibble_0/O1[3],0.025,6.715,-6.690,VIOLATED
SRAM,NET,bit_secure_3_slice_24_t_din2piso[15],0.025,6.714,-6.689,VIOLATED
SRAM,PIN,PIN: bit_secure_3_slice_24_nibble_1/O2[3],0.025,6.714,-6.689,VIOLATED
SRAM,NET,bit_secure_7_slice_2_t_din2piso[4],0.025,6.713,-6.688,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_2_nibble_0/O2[0],0.025,6.713,-6.688,VIOLATED
SRAM,NET,bit_secure_7_slice_27_t_din2piso[2],0.025,6.713,-6.688,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_27_nibble_0/O1[2],0.025,6.713,-6.688,VIOLATED
SRAM,NET,bit_secure_2_slice_26_t_din2piso[7],0.025,6.712,-6.687,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_26_nibble_0/O2[3],0.025,6.712,-6.687,VIOLATED
SRAM,NET,bit_secure_6_slice_14_t_din2piso[14],0.025,6.707,-6.682,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_14_nibble_1/O2[2],0.025,6.707,-6.682,VIOLATED
SRAM,NET,bit_secure_7_slice_1_t_din2piso[10],0.025,6.703,-6.678,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_1_nibble_1/O1[2],0.025,6.703,-6.678,VIOLATED
SRAM,NET,bit_secure_8_slice_28_t_din2piso[2],0.025,6.700,-6.675,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_28_nibble_0/O1[2],0.025,6.700,-6.675,VIOLATED
SRAM,NET,bit_secure_13_slice_27_t_din2piso[12],0.025,6.693,-6.668,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_27_nibble_1/O2[0],0.025,6.693,-6.668,VIOLATED
SRAM,NET,bit_secure_0_slice_15_t_din2piso[5],0.025,6.693,-6.668,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_15_nibble_0/O2[1],0.025,6.693,-6.668,VIOLATED
SRAM,NET,bit_secure_7_slice_1_t_din2piso[15],0.025,6.692,-6.667,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_1_nibble_1/O2[3],0.025,6.692,-6.667,VIOLATED
SRAM,NET,bit_secure_9_slice_29_t_din2piso[1],0.025,6.687,-6.662,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_29_nibble_0/O1[1],0.025,6.687,-6.662,VIOLATED
SRAM,NET,bit_secure_4_slice_26_t_din2piso[6],0.025,6.687,-6.662,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_26_nibble_0/O2[2],0.025,6.687,-6.662,VIOLATED
SRAM,NET,bit_secure_12_slice_10_t_din2piso[10],0.025,6.687,-6.662,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_10_nibble_1/O1[2],0.025,6.687,-6.662,VIOLATED
SRAM,NET,bit_secure_10_slice_4_t_din2piso[10],0.025,6.682,-6.657,VIOLATED
SRAM,PIN,PIN: bit_secure_10_slice_4_nibble_1/O1[2],0.025,6.682,-6.657,VIOLATED
SRAM,NET,bit_secure_1_slice_5_t_din2piso[4],0.025,6.680,-6.655,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_5_nibble_0/O2[0],0.025,6.680,-6.655,VIOLATED
SRAM,NET,bit_secure_5_slice_12_t_din2piso[11],0.025,6.680,-6.655,VIOLATED
SRAM,PIN,PIN: bit_secure_5_slice_12_nibble_1/O1[3],0.025,6.680,-6.655,VIOLATED
SRAM,NET,bit_secure_14_slice_31_t_din2piso[3],0.025,6.675,-6.650,VIOLATED
SRAM,PIN,PIN: bit_secure_14_slice_31_nibble_0/O1[3],0.025,6.675,-6.650,VIOLATED
SRAM,NET,bit_secure_1_slice_24_t_din2piso[1],0.025,6.672,-6.647,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_24_nibble_0/O1[1],0.025,6.672,-6.647,VIOLATED
SRAM,NET,bit_secure_5_slice_31_t_din2piso[12],0.025,6.666,-6.641,VIOLATED
SRAM,PIN,PIN: bit_secure_5_slice_31_nibble_1/O2[0],0.025,6.666,-6.641,VIOLATED
SRAM,NET,bit_secure_8_slice_12_t_din2piso[13],0.025,6.661,-6.636,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_12_nibble_1/O2[1],0.025,6.661,-6.636,VIOLATED
SRAM,NET,bit_secure_6_slice_21_t_din2piso[3],0.025,6.660,-6.635,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_21_nibble_0/O1[3],0.025,6.660,-6.635,VIOLATED
SRAM,NET,bit_secure_0_slice_4_t_din2piso[0],0.025,6.659,-6.634,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_4_nibble_0/O1[0],0.025,6.659,-6.634,VIOLATED
SRAM,NET,bit_secure_6_slice_15_t_din2piso[11],0.025,6.658,-6.633,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_15_nibble_1/O1[3],0.025,6.658,-6.633,VIOLATED
SRAM,NET,bit_secure_7_slice_17_t_din2piso[2],0.025,6.657,-6.632,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_17_nibble_0/O1[2],0.025,6.657,-6.632,VIOLATED
BUF,NET,compile_ZBUF_21_4618,64.000,70.630,-6.630,VIOLATED
BUF,PIN,PIN: compile_ZBUF_21_inst_252604/Y,64.000,70.630,-6.630,VIOLATED
SRAM,NET,bit_secure_0_slice_7_t_din2piso[15],0.025,6.655,-6.630,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_7_nibble_1/O2[3],0.025,6.655,-6.630,VIOLATED
SRAM,NET,bit_secure_7_slice_17_t_din2piso[1],0.025,6.655,-6.630,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_17_nibble_0/O1[1],0.025,6.655,-6.630,VIOLATED
SRAM,NET,bit_secure_8_slice_20_t_din2piso[4],0.025,6.653,-6.628,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_20_nibble_0/O2[0],0.025,6.653,-6.628,VIOLATED
SRAM,NET,bit_secure_6_slice_11_t_din2piso[4],0.025,6.650,-6.625,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_11_nibble_0/O2[0],0.025,6.650,-6.625,VIOLATED
SRAM,NET,bit_secure_4_slice_26_t_din2piso[0],0.025,6.643,-6.618,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_26_nibble_0/O1[0],0.025,6.643,-6.618,VIOLATED
SRAM,NET,bit_secure_4_slice_10_t_din2piso[4],0.025,6.642,-6.617,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_10_nibble_0/O2[0],0.025,6.642,-6.617,VIOLATED
SRAM,NET,bit_secure_2_slice_20_t_din2piso[2],0.025,6.640,-6.615,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_20_nibble_0/O1[2],0.025,6.640,-6.615,VIOLATED
SRAM,NET,bit_secure_13_slice_27_t_din2piso[15],0.025,6.639,-6.614,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_27_nibble_1/O2[3],0.025,6.639,-6.614,VIOLATED
SRAM,NET,bit_secure_8_slice_28_t_din2piso[12],0.025,6.635,-6.610,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_28_nibble_1/O2[0],0.025,6.635,-6.610,VIOLATED
SRAM,NET,bit_secure_13_slice_29_t_din2piso[11],0.025,6.635,-6.610,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_29_nibble_1/O1[3],0.025,6.635,-6.610,VIOLATED
SRAM,NET,bit_secure_12_slice_13_t_din2piso[12],0.025,6.632,-6.607,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_13_nibble_1/O2[0],0.025,6.632,-6.607,VIOLATED
SRAM,NET,bit_secure_12_slice_29_t_din2piso[2],0.025,6.631,-6.606,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_29_nibble_0/O1[2],0.025,6.631,-6.606,VIOLATED
SRAM,NET,bit_secure_11_slice_27_t_din2piso[2],0.025,6.617,-6.592,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_27_nibble_0/O1[2],0.025,6.617,-6.592,VIOLATED
SRAM,NET,bit_secure_6_slice_21_t_din2piso[5],0.025,6.615,-6.590,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_21_nibble_0/O2[1],0.025,6.615,-6.590,VIOLATED
BUF,NET,bit_secure_8_slice_12_sipo_bit/compile_ZBUF_88_283,64.000,70.588,-6.588,VIOLATED
BUF,PIN,PIN: bit_secure_8_slice_12_sipo_bit/compile_ZBUF_88_inst_221058/Y,64.000,70.588,-6.588,VIOLATED
SRAM,NET,bit_secure_7_slice_17_t_din2piso[9],0.025,6.611,-6.586,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_17_nibble_1/O1[1],0.025,6.611,-6.586,VIOLATED
SRAM,NET,bit_secure_15_slice_24_t_din2piso[5],0.025,6.610,-6.585,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_24_nibble_0/O2[1],0.025,6.610,-6.585,VIOLATED
SRAM,NET,bit_secure_4_slice_10_t_din2piso[6],0.025,6.610,-6.585,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_10_nibble_0/O2[2],0.025,6.610,-6.585,VIOLATED
SRAM,NET,bit_secure_2_slice_20_t_din2piso[11],0.025,6.610,-6.585,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_20_nibble_1/O1[3],0.025,6.610,-6.585,VIOLATED
SRAM,NET,bit_secure_6_slice_30_t_din2piso[4],0.025,6.606,-6.581,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_30_nibble_0/O2[0],0.025,6.606,-6.581,VIOLATED
SRAM,NET,bit_secure_0_slice_2_t_din2piso[9],0.025,6.603,-6.578,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_2_nibble_1/O1[1],0.025,6.603,-6.578,VIOLATED
SRAM,NET,bit_secure_1_slice_20_t_din2piso[13],0.025,6.602,-6.577,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_20_nibble_1/O2[1],0.025,6.602,-6.577,VIOLATED
SRAM,NET,bit_secure_4_slice_11_t_din2piso[6],0.025,6.597,-6.572,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_11_nibble_0/O2[2],0.025,6.597,-6.572,VIOLATED
SRAM,NET,bit_secure_7_slice_17_t_din2piso[6],0.025,6.596,-6.571,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_17_nibble_0/O2[2],0.025,6.596,-6.571,VIOLATED
SRAM,NET,bit_secure_7_slice_2_t_din2piso[12],0.025,6.596,-6.571,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_2_nibble_1/O2[0],0.025,6.596,-6.571,VIOLATED
SRAM,NET,bit_secure_6_slice_30_t_din2piso[7],0.025,6.593,-6.568,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_30_nibble_0/O2[3],0.025,6.593,-6.568,VIOLATED
SRAM,NET,bit_secure_7_slice_17_t_din2piso[11],0.025,6.593,-6.568,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_17_nibble_1/O1[3],0.025,6.593,-6.568,VIOLATED
SRAM,NET,bit_secure_8_slice_11_t_din2piso[4],0.025,6.593,-6.568,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_11_nibble_0/O2[0],0.025,6.593,-6.568,VIOLATED
SRAM,NET,bit_secure_4_slice_27_t_din2piso[12],0.025,6.592,-6.567,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_27_nibble_1/O2[0],0.025,6.592,-6.567,VIOLATED
SRAM,NET,bit_secure_9_slice_29_t_din2piso[2],0.025,6.592,-6.567,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_29_nibble_0/O1[2],0.025,6.592,-6.567,VIOLATED
SRAM,NET,bit_secure_0_slice_30_t_din2piso[5],0.025,6.590,-6.565,VIOLATED
SRAM,PIN,PIN: bit_secure_0_slice_30_nibble_0/O2[1],0.025,6.590,-6.565,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[15],0.025,6.589,-6.564,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O2[3],0.025,6.589,-6.564,VIOLATED
SRAM,NET,bit_secure_4_slice_22_t_din2piso[13],0.025,6.584,-6.559,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_22_nibble_1/O2[1],0.025,6.584,-6.559,VIOLATED
SRAM,NET,bit_secure_12_slice_13_t_din2piso[10],0.025,6.583,-6.558,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_13_nibble_1/O1[2],0.025,6.583,-6.558,VIOLATED
SRAM,NET,bit_secure_9_slice_29_t_din2piso[6],0.025,6.578,-6.553,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_29_nibble_0/O2[2],0.025,6.578,-6.553,VIOLATED
SRAM,NET,bit_secure_11_slice_13_t_din2piso[13],0.025,6.578,-6.553,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_13_nibble_1/O2[1],0.025,6.578,-6.553,VIOLATED
SRAM,NET,bit_secure_10_slice_23_t_din2piso[13],0.025,6.574,-6.549,VIOLATED
SRAM,PIN,PIN: bit_secure_10_slice_23_nibble_1/O2[1],0.025,6.574,-6.549,VIOLATED
BUF,NET,bit_secure_2_slice_out[8],32.000,38.548,-6.548,VIOLATED
BUF,PIN,PIN: bit_secure_2_slice_8_piso_bit/compile_HFSBUF_89_195187/Y,32.000,38.548,-6.548,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[12],0.025,6.573,-6.548,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O2[0],0.025,6.573,-6.548,VIOLATED
SRAM,NET,bit_secure_7_slice_27_t_din2piso[7],0.025,6.570,-6.545,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_27_nibble_0/O2[3],0.025,6.570,-6.545,VIOLATED
SRAM,NET,bit_secure_7_slice_1_t_din2piso[11],0.025,6.567,-6.542,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_1_nibble_1/O1[3],0.025,6.567,-6.542,VIOLATED
SRAM,NET,bit_secure_1_slice_22_t_din2piso[7],0.025,6.565,-6.540,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_22_nibble_0/O2[3],0.025,6.565,-6.540,VIOLATED
SRAM,NET,bit_secure_2_slice_26_t_din2piso[11],0.025,6.565,-6.540,VIOLATED
SRAM,PIN,PIN: bit_secure_2_slice_26_nibble_1/O1[3],0.025,6.565,-6.540,VIOLATED
SRAM,NET,bit_secure_1_slice_3_t_din2piso[5],0.025,6.558,-6.533,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_3_nibble_0/O2[1],0.025,6.558,-6.533,VIOLATED
SRAM,NET,bit_secure_3_slice_24_t_din2piso[11],0.025,6.557,-6.532,VIOLATED
SRAM,PIN,PIN: bit_secure_3_slice_24_nibble_1/O1[3],0.025,6.557,-6.532,VIOLATED
SRAM,NET,bit_secure_1_slice_23_t_din2piso[5],0.025,6.555,-6.530,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_23_nibble_0/O2[1],0.025,6.555,-6.530,VIOLATED
SRAM,NET,bit_secure_4_slice_10_t_din2piso[2],0.025,6.554,-6.529,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_10_nibble_0/O1[2],0.025,6.554,-6.529,VIOLATED
SRAM,NET,bit_secure_8_slice_20_t_din2piso[9],0.025,6.550,-6.525,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_20_nibble_1/O1[1],0.025,6.550,-6.525,VIOLATED
SRAM,NET,bit_secure_12_slice_28_t_din2piso[13],0.025,6.544,-6.519,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_28_nibble_1/O2[1],0.025,6.544,-6.519,VIOLATED
SRAM,NET,bit_secure_7_slice_2_t_din2piso[7],0.025,6.544,-6.519,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_2_nibble_0/O2[3],0.025,6.544,-6.519,VIOLATED
SRAM,NET,bit_secure_15_slice_24_t_din2piso[1],0.025,6.542,-6.517,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_24_nibble_0/O1[1],0.025,6.542,-6.517,VIOLATED
SRAM,NET,bit_secure_7_slice_11_t_din2piso[13],0.025,6.540,-6.515,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_11_nibble_1/O2[1],0.025,6.540,-6.515,VIOLATED
SRAM,NET,bit_secure_13_slice_29_t_din2piso[3],0.025,6.540,-6.515,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_29_nibble_0/O1[3],0.025,6.540,-6.515,VIOLATED
SRAM,NET,bit_secure_6_slice_11_t_din2piso[13],0.025,6.540,-6.515,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_11_nibble_1/O2[1],0.025,6.540,-6.515,VIOLATED
SRAM,NET,bit_secure_11_slice_8_t_din2piso[14],0.025,6.540,-6.515,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_8_nibble_1/O2[2],0.025,6.540,-6.515,VIOLATED
SRAM,NET,bit_secure_6_slice_30_t_din2piso[2],0.025,6.540,-6.515,VIOLATED
SRAM,PIN,PIN: bit_secure_6_slice_30_nibble_0/O1[2],0.025,6.540,-6.515,VIOLATED
SRAM,NET,bit_secure_14_slice_11_t_din2piso[0],0.025,6.539,-6.514,VIOLATED
SRAM,PIN,PIN: bit_secure_14_slice_11_nibble_0/O1[0],0.025,6.539,-6.514,VIOLATED
SRAM,NET,bit_secure_1_slice_31_t_din2piso[15],0.025,6.539,-6.514,VIOLATED
SRAM,PIN,PIN: bit_secure_1_slice_31_nibble_1/O2[3],0.025,6.539,-6.514,VIOLATED
SRAM,NET,bit_secure_8_slice_20_t_din2piso[15],0.025,6.537,-6.512,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_20_nibble_1/O2[3],0.025,6.537,-6.512,VIOLATED
SRAM,NET,bit_secure_7_slice_19_t_din2piso[10],0.025,6.537,-6.512,VIOLATED
SRAM,PIN,PIN: bit_secure_7_slice_19_nibble_1/O1[2],0.025,6.537,-6.512,VIOLATED
SRAM,NET,bit_secure_4_slice_27_t_din2piso[4],0.025,6.537,-6.512,VIOLATED
SRAM,PIN,PIN: bit_secure_4_slice_27_nibble_0/O2[0],0.025,6.537,-6.512,VIOLATED
SRAM,NET,bit_secure_5_slice_31_t_din2piso[7],0.025,6.537,-6.512,VIOLATED
SRAM,PIN,PIN: bit_secure_5_slice_31_nibble_0/O2[3],0.025,6.537,-6.512,VIOLATED
SRAM,NET,bit_secure_8_slice_20_t_din2piso[11],0.025,6.536,-6.511,VIOLATED
SRAM,PIN,PIN: bit_secure_8_slice_20_nibble_1/O1[3],0.025,6.536,-6.511,VIOLATED
